user_id,age,gender,hobbies
213,19,male,"travel,gaming"
214,25,female,"cars,travel,cooking"
215,41,female,cars
216,69,female,"travel,art,sports"
217,37,female,"art,music,travel"
218,33,female,tech
219,21,female,sports
220,33,male,"sports,cars"
221,54,female,"sports,books,cars"
222,23,male,music
223,23,female,"gaming,cars,books"
224,64,female,tech
225,49,female,"cooking,art"
226,70,male,"fashion,books,cooking"
227,22,female,"music,cooking"
228,66,male,"art,cars"
229,52,female,"cooking,sports,fashion"
230,67,female,"music,books"
231,26,female,"travel,tech"
232,26,male,art
233,60,male,books
234,48,female,"fashion,sports,cooking"
235,53,female,music
236,28,female,"fashion,cars,sports"
237,34,male,"gaming,tech"
238,51,male,sports
239,56,female,gaming
240,45,male,travel
241,31,female,"cooking,travel,fashion"
242,52,female,"fashion,cooking,sports"
243,66,male,"tech,fashion,cooking"
244,64,male,"books,cars,cooking"
245,62,male,music
246,30,female,"fashion,cars"
247,63,female,"books,music,travel"
248,37,female,art
249,43,female,"cooking,books,cars"
250,60,male,travel
251,59,female,"cars,travel,books"
252,41,female,tech
253,46,female,art
254,51,female,"sports,gaming,music"
255,46,female,art
256,25,female,"books,gaming,music"
257,33,male,"cooking,music"
258,32,female,"art,cooking"
259,22,male,cooking
260,39,male,"fashion,books,art"
261,19,male,"fashion,travel"
262,55,male,gaming
263,53,male,art
264,32,male,sports
265,55,female,music
266,32,female,"art,books,sports"
267,18,female,"gaming,cars,tech"
268,22,male,"travel,gaming"
269,63,female,"travel,art"
270,58,female,"sports,cooking"
271,21,female,music
272,32,female,"art,fashion,gaming"
273,22,female,"gaming,fashion"
274,20,male,"tech,fashion,travel"
275,39,female,fashion
276,22,male,tech
277,50,female,"travel,music"
278,33,male,"music,cooking"
279,35,male,"fashion,cooking,travel"
280,60,female,"gaming,tech,cars"
281,49,female,"music,cooking,cars"
282,31,male,fashion
283,52,male,"cooking,sports"
284,26,male,"cars,travel,fashion"
285,64,male,"gaming,tech,music"
286,54,female,"art,music,travel"
287,54,male,"music,tech"
288,48,male,"sports,tech,music"
289,33,female,gaming
290,68,female,"sports,cooking"
291,48,male,"cars,books,fashion"
292,69,male,fashion
293,44,male,"sports,cooking"
294,30,male,books
295,24,male,"cars,cooking,tech"
296,24,female,sports
297,60,female,"books,cars"
298,45,male,"books,travel"
299,40,male,books
300,45,female,"books,fashion,travel"
301,44,male,sports
302,47,male,gaming
303,64,female,"tech,cars"
304,21,male,art
305,61,female,gaming
306,59,female,gaming
307,59,male,"art,cooking"
308,24,male,"cars,fashion"
309,21,female,tech
310,43,male,"fashion,tech,cooking"
311,64,female,sports
312,39,female,"music,cooking,fashion"
313,69,female,"tech,books,cars"
314,24,male,sports
315,33,female,"cars,art,cooking"
316,30,male,"art,travel"
317,30,male,"books,fashion"
318,52,female,"music,cooking,books"
319,46,female,travel
320,26,female,"fashion,art,cars"
321,45,female,"cars,books"
322,29,male,tech
323,35,female,"fashion,books,sports"
324,47,male,"music,tech,cars"
325,33,male,"travel,cooking"
326,22,female,"music,gaming"
327,46,male,"gaming,travel,tech"
328,69,male,"music,cooking,sports"
329,53,female,"tech,music,sports"
330,24,male,"fashion,music,books"
331,21,female,"tech,gaming,fashion"
332,59,female,"cooking,books"
333,52,male,fashion
334,18,male,books
335,23,male,tech
336,66,male,"books,fashion"
337,33,male,"sports,art,fashion"
338,28,female,books
339,44,female,"travel,sports,books"
340,49,male,travel
341,48,male,cooking
342,31,female,gaming
343,43,male,"sports,art"
344,21,male,"sports,books,music"
345,28,female,"travel,tech"
346,42,female,"books,sports"
347,18,female,"music,sports,travel"
348,42,male,music
349,34,female,"art,sports"
350,68,female,books
351,68,male,books
352,47,female,books
353,36,female,"sports,music"
354,45,male,"art,travel,sports"
355,62,male,"cars,tech,art"
356,64,female,"music,cars"
357,68,female,"music,fashion,books"
358,53,female,"art,books"
359,60,male,fashion
360,63,female,"fashion,sports"
361,49,female,"books,travel,music"
362,27,female,"cooking,travel,music"
363,30,female,"music,fashion"
364,36,female,"art,travel,gaming"
365,31,female,"music,tech"
366,21,female,"books,cars"
367,55,male,books
368,65,female,"cars,books"
369,52,female,sports
370,21,male,"art,fashion,gaming"
371,65,female,music
372,38,female,"sports,books,gaming"
373,21,male,"music,cooking"
374,21,male,cooking
375,55,female,sports
376,48,male,"fashion,music,cooking"
377,50,male,books
378,51,male,sports
379,28,female,"music,tech,gaming"
380,21,male,"art,gaming"
381,50,male,art
382,23,male,"fashion,tech,cars"
383,29,female,"cooking,travel"
384,22,female,"art,books"
385,56,male,sports
386,22,male,music
387,61,female,travel
388,33,female,"travel,cooking,sports"
389,43,female,art
390,25,male,"music,sports,fashion"
391,54,male,"music,cooking"
392,33,male,"sports,books,art"
393,55,female,"tech,cooking,sports"
394,56,male,"music,art"
395,20,female,"cars,sports"
396,57,male,"books,music"
397,23,female,"music,cooking"
398,44,male,"cars,cooking,sports"
399,60,male,"fashion,books,cooking"
400,55,male,cars
401,54,female,cars
402,51,female,"travel,sports"
403,38,female,"music,books"
404,34,female,"fashion,cooking,tech"
405,31,female,"art,cars"
406,60,male,"gaming,music,fashion"
407,63,female,cooking
408,38,male,sports
409,33,male,"fashion,tech,cars"
410,34,male,"travel,art"
411,43,female,"cooking,tech"
412,26,male,music
413,60,female,"fashion,sports,art"
414,59,male,music
415,37,male,art
416,47,male,art
417,38,male,"cooking,fashion,travel"
418,66,female,cars
419,22,male,"gaming,books"
420,18,female,cooking
421,47,female,"cars,music"
422,57,female,gaming
423,54,male,"cooking,music"
424,24,male,sports
425,22,male,fashion
426,52,male,"cooking,tech,cars"
427,31,female,"books,music"
428,50,female,"books,cooking,music"
429,34,male,travel
430,26,female,cars
431,40,female,"gaming,cooking"
432,22,male,"books,music,cars"
433,33,female,"cooking,travel,art"
434,41,female,"gaming,art"
435,36,male,"cooking,cars,gaming"
436,28,male,"books,cars"
437,46,male,"sports,cars,gaming"
438,52,female,"fashion,cooking,gaming"
439,63,female,"sports,art,cooking"
440,37,female,"art,books,cars"
441,57,female,travel
442,69,female,books
443,59,female,"gaming,music,tech"
444,51,female,"music,tech"
445,18,female,travel
446,60,male,"cars,music,art"
447,70,male,"gaming,cars,tech"
448,53,female,"fashion,art,books"
449,37,male,sports
450,60,female,"cars,art"
451,24,male,"travel,cars,books"
452,26,male,sports
453,34,male,cars
454,25,female,"sports,books"
455,24,female,"cars,art"
456,65,female,"gaming,travel,music"
457,53,female,"books,tech,art"
458,27,male,"cars,gaming"
459,35,male,"travel,books"
460,36,female,"travel,gaming"
461,56,female,fashion
462,31,female,tech
463,63,male,"travel,music,cooking"
464,39,female,"books,cars,art"
465,31,male,art
466,61,male,"fashion,tech"
467,58,female,"cooking,art"
468,34,male,"art,cooking"
469,50,female,art
470,49,female,cars
471,34,male,tech
472,21,male,art
473,23,female,"music,art"
474,58,male,"travel,music,tech"
475,45,female,"cooking,music"
476,35,female,music
477,20,male,"music,travel"
478,18,female,gaming
479,39,male,"cooking,art,cars"
480,67,female,"music,tech,cooking"
481,26,male,"cooking,fashion,gaming"
482,58,male,music
483,34,male,"books,sports"
484,28,female,"fashion,tech"
485,65,female,"art,cooking"
486,46,male,"sports,books"
487,53,female,"tech,fashion"
488,63,male,"cooking,gaming"
489,45,female,"cooking,fashion"
490,53,female,"fashion,cars"
491,18,male,books
492,25,female,music
493,22,female,"books,fashion"
494,62,male,fashion
495,27,male,tech
496,52,male,"tech,cars"
497,20,male,"sports,music"
498,41,male,"tech,travel,gaming"
499,55,female,fashion
500,53,female,"cooking,travel,music"
501,27,male,"fashion,gaming,art"
502,45,female,sports
503,26,male,music
504,20,female,"cooking,gaming,travel"
505,37,female,"cooking,cars"
506,41,female,"music,art,gaming"
507,68,female,"travel,tech,sports"
508,20,male,"gaming,cars,music"
509,40,male,travel
510,31,male,sports
511,61,female,"fashion,cars"
512,33,male,"cars,gaming"
513,60,female,art
514,24,male,"cooking,music,books"
515,40,female,cars
516,67,female,"music,gaming,art"
517,53,male,"fashion,travel"
518,44,male,"gaming,music,fashion"
519,57,male,"sports,music,gaming"
520,65,male,"music,fashion,travel"
521,27,female,"sports,books"
522,33,female,"fashion,sports"
523,28,male,fashion
524,69,male,"tech,cars,sports"
525,69,female,"tech,cooking,cars"
526,29,male,"cooking,gaming,sports"
527,44,female,gaming
528,19,female,"books,tech,fashion"
529,29,male,"art,sports,tech"
530,65,male,music
531,39,male,books
532,68,female,tech
533,44,female,cars
534,69,male,"fashion,art,gaming"
535,60,male,cars
536,65,male,"sports,fashion,music"
537,69,female,books
538,33,male,"tech,travel,art"
539,35,female,books
540,28,female,"music,fashion"
541,68,male,"cars,cooking,sports"
542,62,male,"sports,art"
543,24,female,"gaming,cars"
544,42,female,"travel,music,sports"
545,20,male,"fashion,books"
546,48,male,gaming
547,32,female,music
548,30,male,"books,travel,sports"
549,70,male,music
550,47,male,tech
551,40,male,sports
552,37,female,"travel,cooking"
553,70,male,"sports,travel"
554,68,male,"sports,cooking"
555,32,female,"cooking,fashion"
556,32,female,gaming
557,19,female,"sports,art,books"
558,60,male,"art,sports"
559,30,male,"sports,art"
560,43,male,"art,fashion,travel"
561,39,female,"travel,books,fashion"
562,35,male,"travel,cooking"
563,22,male,"books,gaming,fashion"
564,67,male,"sports,travel"
565,35,male,"cars,tech"
566,40,male,"sports,cars,fashion"
567,59,male,"travel,sports"
568,50,female,sports
569,43,female,"fashion,cars"
570,61,male,"art,tech"
571,52,female,"gaming,fashion,art"
572,39,male,gaming
573,19,male,cooking
574,25,female,"gaming,art,tech"
575,34,male,"fashion,music,art"
576,29,female,"art,fashion,travel"
577,55,male,cars
578,34,female,"gaming,fashion"
579,20,female,"sports,art,music"
580,24,female,"travel,art"
581,56,male,gaming
582,45,female,"cooking,cars,fashion"
583,40,female,gaming
584,64,male,"sports,music,art"
585,68,female,"tech,fashion,cooking"
586,38,male,"tech,travel"
587,45,male,"books,travel,fashion"
588,56,male,"music,cars,gaming"
589,50,male,books
590,25,female,"sports,fashion,books"
591,42,male,"music,sports,art"
592,54,male,gaming
593,30,male,"sports,fashion,travel"
594,34,male,"sports,books,cooking"
595,20,male,tech
596,63,male,"fashion,books,cooking"
597,45,female,"gaming,travel"
598,18,female,art
599,51,female,"cooking,fashion,gaming"
600,69,male,"cooking,music,travel"
601,52,male,"sports,cars"
602,61,female,"books,sports,gaming"
603,64,male,art
604,65,female,fashion
605,65,female,"art,cars,travel"
606,60,female,"art,fashion,cooking"
607,30,female,"fashion,music,art"
608,41,male,tech
609,45,female,"art,fashion"
610,22,female,"art,sports"
611,60,female,"cars,travel,cooking"
612,39,female,"cooking,fashion"
613,57,female,gaming
614,38,male,music
615,60,male,"sports,gaming"
616,25,female,art
617,64,male,"cooking,tech"
618,37,male,"art,fashion,tech"
619,50,female,"tech,cooking,fashion"
620,37,male,"music,gaming,books"
621,60,female,"art,fashion"
622,44,male,"travel,tech,sports"
623,38,male,"tech,fashion"
624,43,female,tech
625,62,male,"sports,books,art"
626,36,female,"gaming,tech,cooking"
627,53,male,"books,tech"
628,26,male,cooking
629,30,female,"art,tech"
630,44,male,"music,cooking,tech"
631,60,female,"tech,fashion"
632,42,female,art
633,61,female,"travel,fashion,tech"
634,65,female,"books,cooking,gaming"
635,29,female,tech
636,57,male,tech
637,54,female,"cooking,art,tech"
638,37,male,"tech,fashion,cars"
639,43,male,tech
640,53,female,"fashion,music,cooking"
641,18,female,"art,gaming,travel"
642,37,female,"books,travel,sports"
643,36,female,"gaming,cars,travel"
644,31,female,gaming
645,45,female,"gaming,art"
646,68,male,"music,sports,travel"
647,55,female,"art,tech"
648,56,female,fashion
649,59,male,"gaming,fashion,cooking"
650,38,female,"travel,cars"
651,47,male,"books,travel"
652,46,female,"sports,fashion,cars"
653,46,male,"fashion,gaming,cars"
654,61,male,"sports,books,gaming"
655,31,female,travel
656,50,female,"gaming,travel"
657,48,male,"fashion,cars"
658,68,female,"cooking,gaming"
659,68,male,"art,cooking,travel"
660,65,female,"cooking,tech"
661,28,female,travel
662,60,female,"art,tech"
663,23,female,"gaming,music"
664,36,male,"books,art,gaming"
665,50,male,sports
666,60,male,"art,gaming"
667,58,female,"books,art,cooking"
668,57,female,"tech,cars,art"
669,39,male,"music,gaming"
670,23,female,"travel,tech,cars"
671,70,male,"cars,music,travel"
672,66,female,fashion
673,33,male,"gaming,cars,travel"
674,61,male,"travel,books,tech"
675,37,male,"art,cooking"
676,32,male,"travel,gaming"
677,69,male,"fashion,music,cooking"
678,30,female,"tech,cooking"
679,27,female,travel
680,19,male,"cooking,books"
681,20,female,fashion
682,33,male,"tech,books,music"
683,48,male,"cars,art,sports"
684,57,female,"travel,tech"
685,67,male,"fashion,tech,cars"
686,22,female,"art,music,gaming"
687,47,male,tech
688,44,female,sports
689,58,male,"cooking,tech"
690,54,female,"travel,art"
691,30,female,fashion
692,63,male,cars
693,62,male,"gaming,music"
694,42,male,"sports,cooking,cars"
695,49,female,"books,travel,gaming"
696,43,female,"fashion,cooking"
697,33,female,art
698,27,female,cooking
699,59,male,"gaming,travel"
700,62,female,"art,travel"
701,18,male,books
702,66,female,tech
703,67,female,"travel,music,sports"
704,24,male,"cooking,travel,sports"
705,67,female,"fashion,tech,books"
706,45,female,"gaming,sports"
707,32,male,cars
708,29,male,"tech,cars"
709,69,female,art
710,62,male,"gaming,sports,travel"
711,51,male,"fashion,art"
712,47,male,"cooking,books"
713,21,female,"sports,books,fashion"
714,53,female,sports
715,33,female,"music,books,cooking"
716,25,female,"gaming,cooking,music"
717,47,male,"music,art"
718,26,female,gaming
719,69,male,"sports,cooking"
720,47,female,"gaming,art"
721,60,male,cooking
722,51,female,"music,fashion,sports"
723,53,female,travel
724,56,male,"music,travel,cars"
725,38,female,gaming
726,66,male,cars
727,46,male,"fashion,travel,gaming"
728,57,female,"gaming,art,books"
729,70,female,travel
730,64,male,art
731,50,female,"books,art"
732,45,male,"tech,books"
733,53,female,"gaming,cooking"
734,46,male,"gaming,art"
735,28,male,"cars,books,sports"
736,65,female,"cars,tech,gaming"
737,48,male,"cars,travel"
738,46,male,"fashion,cars,music"
739,34,male,art
740,66,female,art
741,33,male,"sports,art,fashion"
742,58,female,"fashion,cars"
743,35,male,cars
744,67,female,"cars,sports,art"
745,67,male,"fashion,travel"
746,51,male,tech
747,49,female,books
748,58,female,"music,art"
749,33,female,cooking
750,35,male,"books,music,fashion"
751,46,female,"gaming,tech"
752,22,female,"cooking,art,gaming"
753,63,female,"cars,gaming"
754,36,female,"fashion,travel"
755,33,male,"music,books,tech"
756,35,male,travel
757,39,male,"cars,sports"
758,38,female,cars
759,52,female,"music,gaming,fashion"
760,23,female,"music,cars,sports"
761,26,male,"cars,gaming,art"
762,27,female,"gaming,cooking,travel"
763,32,female,"books,sports"
764,42,male,tech
765,62,male,"books,music"
766,27,male,"music,sports"
767,63,male,"books,travel"
768,31,female,"art,tech,fashion"
769,22,female,"travel,art,books"
770,44,male,"tech,art,gaming"
771,44,male,"cooking,fashion"
772,39,female,books
773,52,female,cooking
774,47,male,"sports,cars,art"
775,44,female,"art,books"
776,21,male,gaming
777,31,female,fashion
778,44,female,cars
779,42,female,"music,cooking"
780,67,male,cars
781,55,female,"cooking,books,art"
782,62,male,travel
783,19,male,"music,travel,fashion"
784,66,male,"music,tech"
785,54,female,"books,music"
786,42,female,"books,music,tech"
787,48,female,cars
788,18,female,books
789,40,female,"tech,cooking"
790,37,male,"art,sports,cars"
791,66,female,"books,music"
792,42,female,art
793,44,female,books
794,52,male,cooking
795,65,male,"gaming,cars,art"
796,65,male,"fashion,books"
797,52,male,"art,books"
798,69,male,"art,music"
799,56,male,travel
800,32,male,fashion
801,49,male,"tech,music"
802,32,female,fashion
803,35,female,tech
804,45,female,tech
805,49,male,"music,gaming,cars"
806,19,male,"sports,art"
807,42,female,music
808,39,female,"tech,fashion,music"
809,60,female,books
810,61,male,"tech,fashion,sports"
811,69,male,cars
812,43,female,tech
813,64,male,"sports,tech"
814,28,female,music
815,47,male,"cooking,cars,art"
816,26,male,tech
817,57,male,"tech,sports,fashion"
818,52,male,"cooking,travel,gaming"
819,19,female,music
820,43,male,gaming
821,55,male,"cooking,gaming"
822,54,male,fashion
823,60,female,art
824,19,female,"tech,sports,travel"
825,23,male,"music,cars"
826,59,male,art
827,45,male,cars
828,26,male,"tech,fashion,travel"
829,47,female,gaming
830,29,male,"cooking,gaming"
831,21,male,books
832,34,male,"gaming,cooking"
833,42,female,"sports,cars"
834,38,female,books
835,31,male,"fashion,cars,gaming"
836,47,female,"sports,tech,cars"
837,38,female,cars
838,39,male,"sports,cars,art"
839,66,male,"cooking,gaming"
840,42,female,"travel,tech"
841,35,female,"travel,fashion,cars"
842,66,male,"tech,books"
843,44,female,tech
844,34,male,"art,music,cars"
845,23,female,"books,travel"
846,48,male,"cooking,gaming"
847,19,male,cars
848,65,male,"music,sports"
849,52,male,"travel,cars,art"
850,21,female,"music,cars,tech"
851,40,male,"tech,fashion,travel"
852,32,male,gaming
853,59,female,"travel,music,books"
854,22,male,music
855,67,female,"gaming,sports"
856,59,male,music
857,20,male,"music,travel,cars"
858,66,male,"music,cooking,sports"
859,19,male,"books,tech"
860,33,male,"cars,cooking,travel"
861,30,male,"travel,music"
862,19,male,gaming
863,57,male,"music,sports"
864,27,female,"tech,art,cars"
865,33,male,art
866,26,male,"sports,music,books"
867,48,male,"books,cooking,sports"
868,60,male,"cooking,sports,art"
869,25,male,"cooking,books,fashion"
870,54,male,art
871,31,male,"music,gaming"
872,47,female,"cooking,music,gaming"
873,62,male,art
874,34,female,gaming
875,67,female,sports
876,41,male,"gaming,music"
877,28,male,books
878,56,male,"cars,travel,tech"
879,56,male,"fashion,sports"
880,65,male,books
881,63,female,fashion
882,25,female,"tech,art"
883,67,female,"cooking,gaming"
884,70,male,fashion
885,28,male,books
886,37,female,"gaming,travel,books"
887,24,male,cooking
888,55,male,"art,cooking"
889,19,male,"tech,music,fashion"
890,37,male,"tech,books,sports"
891,54,female,"travel,fashion,sports"
892,61,male,"books,tech,art"
893,42,female,"sports,tech,cooking"
894,43,male,"music,sports"
895,63,female,sports
896,30,male,"tech,fashion,music"
897,22,male,"cars,tech"
898,55,male,"cooking,music,books"
899,62,female,"gaming,cooking"
900,58,male,"fashion,art,cooking"
901,33,female,gaming
902,24,male,"tech,cooking,fashion"
903,62,male,gaming
904,67,male,"art,sports,books"
905,37,female,cooking
906,61,male,tech
907,56,male,"fashion,gaming,sports"
908,69,male,cooking
909,25,male,"cooking,art,books"
910,68,female,"cooking,sports,fashion"
911,54,female,music
912,68,male,"music,sports,art"
913,20,male,"books,tech"
914,40,female,"gaming,books,cooking"
915,52,female,"travel,art"
916,45,male,"books,cooking"
917,60,male,"art,sports,gaming"
918,41,male,"books,art,cooking"
919,22,female,"fashion,cooking,tech"
920,50,male,fashion
921,59,male,"music,cars,gaming"
922,39,female,"music,cars"
923,18,male,travel
924,44,female,"music,sports"
925,70,male,cooking
926,49,female,"sports,art,cars"
927,24,male,"gaming,books,travel"
928,45,male,"music,travel"
929,41,male,"books,cooking,sports"
930,58,female,"books,sports"
931,47,female,gaming
932,63,male,"books,fashion"
933,27,female,"cooking,sports,fashion"
934,45,male,fashion
935,29,female,"tech,books"
936,64,female,fashion
937,51,male,"cooking,art,fashion"
938,59,female,"books,art"
939,35,female,art
940,57,female,"cars,fashion"
941,69,male,"art,fashion"
942,52,male,"sports,art"
943,67,female,"gaming,art"
944,48,male,"books,fashion,cooking"
945,47,female,"books,fashion"
946,45,male,art
947,70,female,"travel,fashion"
948,64,male,"tech,cooking"
949,55,male,"fashion,art"
950,35,female,"travel,books"
951,38,female,"art,tech,fashion"
952,33,male,"gaming,books,cooking"
953,23,female,music
954,35,male,"fashion,books"
955,46,female,"gaming,cars"
956,33,female,cooking
957,66,male,"sports,travel"
958,47,female,"travel,books"
959,54,male,"cooking,books"
960,57,male,"cars,cooking,music"
961,60,male,gaming
962,42,female,"music,gaming,books"
963,39,female,books
964,19,female,cars
965,49,male,"cars,sports,cooking"
966,38,male,"fashion,gaming"
967,29,female,"travel,tech"
968,49,male,tech
969,31,female,"cooking,sports"
970,40,female,"cars,fashion"
971,69,male,travel
972,34,female,"books,fashion,travel"
973,39,female,"art,gaming"
974,35,male,"cooking,cars"
975,56,female,"travel,cooking,tech"
976,62,female,"music,gaming"
977,35,male,"art,cooking"
978,53,male,gaming
979,18,female,"fashion,gaming"
980,51,female,"gaming,books"
981,30,female,"tech,music"
982,23,female,"fashion,art"
983,33,male,"music,art"
984,64,female,cars
985,44,male,"books,travel"
986,49,female,"fashion,tech,cars"
987,53,female,"books,music"
988,66,female,"art,tech"
989,33,female,"books,sports"
990,62,female,"travel,books,tech"
991,48,female,"cars,books,art"
992,59,male,tech
993,63,female,"fashion,books,tech"
994,49,male,"cars,gaming"
995,46,male,tech
996,68,female,"cars,travel,art"
997,19,male,travel
998,23,male,"fashion,art,gaming"
999,36,female,"books,travel,art"
1000,32,male,cooking
1001,43,male,"gaming,fashion,tech"
1002,62,male,sports
1003,33,male,"books,gaming"
1004,37,female,music
1005,60,male,travel
1006,55,female,tech
1007,41,male,cars
1008,48,female,travel
1009,53,male,gaming
1010,51,male,"gaming,fashion,music"
1011,40,female,"cooking,art,gaming"
1012,45,female,sports
1013,65,male,"sports,gaming"
1014,53,male,"gaming,sports,fashion"
1015,39,female,music
1016,40,female,"tech,books"
1017,62,male,"fashion,cars"
1018,47,female,"cars,cooking,tech"
1019,35,male,"books,art,sports"
1020,37,male,sports
1021,34,female,"sports,tech"
1022,32,male,tech
1023,25,female,music
1024,64,female,"sports,gaming"
1025,30,female,"tech,sports,travel"
1026,38,female,music
1027,25,male,"travel,cars,fashion"
1028,65,female,"fashion,books"
1029,52,female,"cars,sports"
1030,66,male,"books,cars"
1031,62,female,"sports,cars,travel"
1032,29,female,fashion
1033,30,female,cooking
1034,31,male,"sports,cars"
1035,65,female,art
1036,48,female,books
1037,35,female,"music,books,travel"
1038,64,male,fashion
1039,55,female,"travel,fashion,art"
1040,66,female,books
1041,51,male,travel
1042,56,female,books
1043,36,male,cooking
1044,24,female,"gaming,books,cooking"
1045,30,male,travel
1046,36,male,"books,travel"
1047,32,male,"travel,art,fashion"
