user_id,product_id,target
99375,B0CHMWZ2M2,0
84660,B0BPR2RYNZ,0
2261,B09C8RTTQV,0
53006,B07TRTV452,0
76226,B0831M38LR,0
69589,B09J4JC3FX,0
97772,B07QXX5MYM,1
92125,B07PYS3XYB,1
32952,B083VY7JYR,1
25243,B07GGZQYM9,1
70237,B0871D7LZT,1
96811,B0BC7DR975,1
77279,B0BS6Z35SQ,0
13177,B0BJZZCM3M,0
47302,B07RVMZNYR,0
92802,B09BZV4XP6,1
5966,B0BXN2JLLG,0
91412,B00O60L0IQ,0
98670,B0BPDK158W,0
1608,B077L5ZJVF,1
62747,B0CC5Z2Y2W,1
6735,B08CXB85G9,0
62617,B08B65L8XL,0
52522,B0C5T2JB6Z,0
82503,B0BLGFLCSX,1
73773,B01HTRB1YA,1
32531,B07T8PWD18,0
54549,B007W11LB2,0
81058,B078FGMZJM,0
49857,B08V4SZW4P,0
38975,B0BGMJN6MD,0
40027,B09YGDLYBF,0
79906,B08V8RJGV1,0
27236,B005HYK1YY,1
86564,B07T7KJQP9,1
22783,B09ZFD79P1,1
351,B0CFWL5M91,0
77833,B0B7QG4G2Q,1
30341,B08BRBNP6P,0
92142,B08SQQX8F9,1
30596,B0B6FW1S2J,0
81928,B005WFW26S,0
25929,B07B5QM763,0
29467,B00CDWMIKI,0
34817,B00U68C3LU,1
21748,B08XVXKKD8,0
74608,B0C53CL5S2,0
61434,B0C2TB13CQ,0
35684,B000W5TYYQ,0
57378,B00BJ80IDQ,0
56627,B01N5GYRTF,0
3391,B08SBT76SH,0
88382,B09SPF29B3,0
2720,B0BKPM2G7D,0
99126,B07Z4GNQ79,0
85395,B0C4QC7ZZX,0
23789,B08NTKSDVH,0
64452,B0C49JXTH3,0
53524,B07PS8CF6X,0
13711,B0BR8V2DC1,0
90922,B0063U2RPW,0
52489,B08YDL814D,1
11543,B0009EXOXW,0
15195,B01IGZPPO6,0
151,B09VY814JG,0
60553,B0B1Q3CD9R,1
67953,B0001WAO9O,0
65339,B07WSKDSLP,0
6765,B08KHZBGZW,0
17173,B09L9SC9YG,0
91522,B0C2V4GDHT,1
82579,B07D3SD5SH,0
93033,B088F1RGNY,1
1793,B0B626LV8R,0
29452,B0BLF41LVJ,0
15397,B00I0VQMG2,0
65324,B08JC8C8T1,0
35839,B0BXWSCLXD,0
61895,B0BB3FYMCK,0
18959,B09Q5V57Z2,1
78562,B09PKK65KW,0
17893,B003R42VLM,1
54388,B097SD37Q6,0
66551,B0CCJLPMLX,0
37073,B005F0OUX8,0
76012,B07NYX1DZF,0
19477,B09BBL9WGX,0
45237,B00D04CAPQ,0
71229,B01KC8TNKM,0
42177,B00Y5PU204,0
31301,B07M95QXVD,0
53842,B09VLF14CT,0
61994,B07TJH6KF2,0
86992,B09YCFG582,0
64924,B09FCPD8SM,1
77357,B08VRY9F79,0
57712,B0BYNNKNXZ,0
59891,B09TJGQWYS,0
53737,B0BZC5ZD9H,0
9808,B0C6QLTYZ6,0
34738,B09BW476Y4,0
52099,B07169Z3XX,0
43066,B09PZQDL5Q,0
41506,B0BTK6J1PY,0
99537,B08X7JVJMY,0
4706,B086C428W4,1
82728,B0BK8TZLST,0
97881,B0BGX7D71N,0
12904,B004XVU98K,0
13174,B0BHW2793G,0
39252,B0B3HNB1M4,1
7356,B09SWGBFFP,0
56451,B01HR08W82,0
54009,B0C58Z4539,0
23601,B083BXW2XW,1
79888,B0BWLW3968,0
31567,B001HT4XSS,0
18759,B00LCVVDOI,0
33290,B097KHVXWY,0
1232,B0BTHKJ9JS,0
88816,B002BUOYUY,0
57899,B07TPMN77G,0
39211,B00SWZEK5Q,0
90481,B08BQYXVNT,0
39600,B08NSKDJTL,0
63336,B0BYB1S4G8,0
74964,B08B3RG439,0
91656,B097DTX7BP,1
86276,B00Q1Y5ZPO,0
74178,B0C9HRTYH5,0
97672,B0B8M3XH2K,0
37513,B09K3SP5HQ,0
46180,B0CCR94XYC,0
81382,B085HQW9SQ,0
94494,B0BY8J1871,0
17928,B0BNNFJJDD,1
82243,B000BZWZR0,1
57780,B00DBM1RVA,0
95992,B097ZDQTYG,1
38681,B0874V9C1G,0
23022,B097M96RSY,1
70702,B004XMELLA,0
35721,B085ZC1KZL,0
63157,B07XZ2CMV2,0
44397,B0CFLXGV7N,0
9870,B00UN20C1C,0
29572,B0BHL6KB25,0
73049,B01M3YU1L7,1
51718,B0BNXMH2YY,0
16200,B01AGPWIT4,0
98175,B00NHUUT5G,0
83696,B00JW2005W,1
30648,B004GOMQYO,1
73585,B077RRNNB5,0
29016,B08KTRQ7VD,1
60853,B00Z7ECFMU,0
15293,B0C2K4KZLW,1
4878,B0C3WQ8YXJ,0
15221,B09447JJ1F,1
70458,B08RXV4B23,0
48630,B09CMQJLDM,0
97291,B001BKQYGW,0
85842,B07K1T2LGD,0
80695,B0037007DU,0
36667,B08R9GJ7TL,0
28478,B0C8C9H99L,0
30948,B01FSTEMTW,1
89874,B00RLLC37O,0
84519,B00LC1924G,1
36161,B08LXPHJW5,0
59601,B0CFDW2G8T,0
84110,B0C7FXWQJ9,0
2800,B0B7G5RRDB,0
31926,B099X4YM6X,0
26897,B001MUTOSG,0
72642,B0B497Q45Z,0
30540,B092RY1T2L,0
78117,B07SJ6BJ6Q,1
18965,B08TGS8KYN,0
22872,B084GB31GT,0
3380,B00498YJL0,1
31187,B083XJJ5QZ,0
22839,B01LGY4W0W,1
97219,B0BVZ8RJZ5,0
97736,B08DHXW9FG,1
47454,B0BYNL9XWV,0
59246,B09ZP932TT,0
80624,B0713Y96X5,0
86364,B000BPINLM,0
84324,B07HPYL7KW,1
62782,B0BG89355V,0
14151,B0C2VKGJ6D,0
58139,B088M4BY3R,0
42220,B07LFHV2FP,1
16541,B07DF8BBWK,0
76725,B0BCK84FYR,0
49926,B0C6LKWGVW,1
59470,B0BMV96K4V,0
13000,B0BZR8H186,0
85317,B09GFGG1M8,0
28184,B0073PPN1G,0
29950,B0CDC3XXK5,0
59442,B000YORS5M,0
12464,B00TZ8TH9I,0
87178,B07MXKYB53,0
20007,B00EC7XJ00,1
11189,B0BSCVZV33,0
97595,B000A6Z9KU,0
72925,B07HYL7XDB,0
73609,B0C5MQH46C,0
16022,B07J42TRXB,0
87208,B0BR379TCF,0
94511,B0BC1CNNZ1,0
78697,B078J7PNSS,0
75749,B002YLT9LE,1
86080,B07PPTKHXS,0
14185,B0B99DKW6R,0
48177,B0C5CSYZYQ,0
75249,B0BFGCW5K6,0
73527,B097FF7DWV,0
84240,B0BHJ1CSH1,1
86224,B09DKLHKM4,1
35819,B0C7FMMN2J,0
46010,B08GQFVLC1,1
18777,B081VSPPYT,0
9121,B0C5X11MHH,0
4019,B0C7BMTX7Y,0
28198,B0C6D47RJ6,0
44682,B0788BN7T8,0
94582,B0CCV9KR88,0
74396,B097CVX5MX,1
6896,B0BGB7SCW5,1
80982,B08FXY753C,0
35666,B0BN52D6LD,0
63657,B076BK4D3D,0
35805,B0CB6FQFSW,0
14919,B06WP6C4BL,0
37126,B0B5N5CCTC,0
87443,B07TBV3R6S,1
51808,B0B3JM4C2S,1
26795,B0BPF7FQTH,0
17988,B0963ZX3DM,0
15727,B0C7TQXQY4,0
56447,B01A9NCO8I,1
69807,B08L5V5CKW,0
87563,B0BG4V1HXV,1
97261,B0BNS4MGQK,0
60261,B0001Q2VPU,0
75466,B076W29VM9,0
92996,B0CDW82JTH,0
15097,B07TT3HBLP,1
42569,B073R2FBWY,0
81019,B0BS56WBDV,0
47429,B0BXL4FC7D,0
13876,B012U0FCVY,0
52488,B0848SSNSD,1
40669,B01G5Y4UKK,1
22038,B0B7MSDW5S,0
14946,B08MJCQM4V,0
45794,B08BXDMWDX,0
84600,B0BZPZ7W3Q,0
19195,B0734Q7DDG,1
78958,B0CBPZQ169,0
85919,B096JS1W3L,0
82307,B07NLHQ1NL,0
73890,B00YNF8SS4,0
73990,B0B5G7PWS1,0
81858,B0C98FKLP4,0
82211,B0BTL774W4,1
8951,B07F1JLDBQ,0
39692,B08C2LZJBR,0
46130,B0BVB2C7NY,1
60522,B0C6XCZ4TJ,1
48332,B0CCR5PZM8,1
11836,B0C9X2JXDR,0
50395,B07QF3ZDFR,0
96852,B0BWFRZT1J,0
74929,B0BPM56BZL,1
79300,B09SPWHFJ3,0
8110,B09Z7BCBY1,1
45016,B08R634YZK,0
22618,B09M4G8QFP,1
57378,B0B5XTKD78,0
79929,B09M93F1CN,0
37080,B0C38T9JX1,0
44351,B0CGJ285B9,0
82692,B000KKPBRM,1
43214,B082M6X41L,0
50668,B0CH2T88C9,0
86058,B004IARIM6,0
43695,B07R27WXXB,0
18538,B0B7JN28CV,0
85991,B00YB7W3WQ,0
77994,B0BTYTWTBQ,1
49373,B0BL79GW96,0
16751,B01LXSUU5I,1
87879,B0C2KMRQYB,0
2390,B09TNDL76T,0
28075,B005IWQHVQ,0
63737,B08WRBCHF9,1
18031,B00A6ZSW1I,1
13257,B09TSWZMYG,0
96816,B0C7M4Q7WB,1
44141,B0BTWDBK8T,1
49378,B07N7RPK9G,1
90813,B08BR9GX76,0
21698,B0C4D4WQDV,1
47750,B09SXVT921,0
80032,B09FPFZ498,0
58842,B0BZ7PYS3G,0
40563,B06X9VCJHQ,0
25431,B00KD6XJYK,0
74767,B0BQ5W6J5K,0
36933,B0147JPV6C,0
54875,B0B7XXR9TV,0
79255,B0BQ35KS6J,0
6840,B07H3YF59Z,0
48656,B088T798M3,0
93245,B0C3B5N5JT,0
37364,B0B63KKYQM,0
35756,B0BZGX1ML9,0
19314,B074V8PDXF,1
29103,B0BHJGMB4H,0
3496,B07VYRTNZ1,1
65800,B075GGX6DJ,1
10697,B0C5DHDKMG,1
41771,B08SBJXTLX,0
85192,B0046Z2V9I,0
18036,B096YMM17D,1
61926,B0BCWM73NK,0
61488,B075LRC7Z4,0
10385,B09DDJDZ3X,0
19598,B087V5RKHN,0
79808,B07X52QKK6,0
37763,B084YVRFHQ,0
6259,B08PW4SD76,0
81634,B08297PL5V,1
65514,B0864YYY8T,0
82832,B07J2KPR37,0
94182,B0BFG6NGR5,0
206,B00T78GJ1K,0
74799,B01COA8ULY,1
87585,B00IPX22JQ,0
47266,B00ZYP7W48,0
71314,B0006IUWC2,0
66536,B079T3L69W,1
61622,B08FBXJ4QS,0
48930,B07V2BNQWB,0
46806,B0C6XJ6JHY,1
96069,B0CGX8SVJL,0
76272,B003N4WDBE,1
46177,B00505EXAS,0
84253,B09Z7FSMD6,0
89743,B0BW9B4MBP,0
62723,B00RR0L898,1
17676,B0BSZLNP48,0
59989,B0BKQWLT92,0
5742,B0BWRKNF2Y,0
41366,B0C594JB3Y,0
71177,B001BCNR74,1
98736,B07CGG462L,0
46790,B0B193ML1Q,0
43507,B0BVVPWSD8,0
48238,B0BGXTJ2G7,0
97427,B091TDFN3V,0
50679,B09F8KLCWR,0
65039,B00CHBU23K,0
68063,B0CB8QDWJQ,0
95301,B0BM3KGQYW,1
78965,B0C48JHPTT,0
42102,B0BKQ4TRLL,1
86629,B09MRSZ44G,0
78987,B0B3RDJ35Y,0
58184,B0C7ZX8JS7,0
95266,B0C86J6SPK,0
57009,B096L6F18W,0
7519,B0BY2KC3FZ,0
53243,B001I0G30C,0
98291,B09DR8C8FD,0
18715,B08HWBTD64,0
57433,B010V81PCC,1
30933,B085L69SLL,0
50182,B07QT6GSSL,1
20112,B09CPLDYZQ,0
48761,B001O1B6RA,0
75226,B09WJZFJS2,0
52172,B0C6FRV4DH,0
32718,B0BW4TRVKH,1
24386,B07B9QWV87,0
73620,B0B5KKLYK7,0
34117,B0BB12V4P2,1
80200,B08S7MCTBG,0
64383,B0C7G7DDTR,0
9707,B00T2WBJJ8,0
93503,B09CYHR6B2,0
89382,B00O79IC5A,0
93001,B091BQ5W1Q,0
38059,B09XSTSXTF,0
93299,B0BVSV2K7R,1
47382,B0B7BBKVGW,1
26343,B0BYDCDDL5,0
64753,B0BYYLVCR1,0
75010,B0C9THZJY1,0
72306,B07TL8QZ8M,0
11301,B0CF9864KL,0
93970,B003OIPSSY,0
53666,B0C49T5GMC,0
41554,B018GU69QY,1
61058,B073SCS947,1
72261,B07RXM3BVL,0
16913,B07FW5WJJT,0
7264,B0BHPLM6NX,0
39863,B07Q1L6311,1
92974,B009RB8YYC,0
68013,B0C7MZYQ87,0
32848,B0BVSVVFRW,0
72200,B0C78JMWHV,0
39692,B0BL27LJHK,0
65874,B0CD7CGCNF,0
76107,B002Y78QZS,1
81852,B00BF2U0D4,0
73875,B09XQSSJD8,0
3719,B08JLLJ4Y4,1
84077,B0BRQ2LKQL,0
27632,B00HYOR4BS,0
83754,B0C1484LSC,0
82204,B0C1X6LNYL,0
39597,B002JFRWPA,0
89784,B0742C1NJ2,0
9565,B00I4EVEGI,0
54477,B09C6S8YT7,0
44590,B07FFW7B5V,1
94158,B0C1ZH8TMY,0
45269,B08C9KH82M,1
48568,B0B3C2HC28,0
41828,B07QTPWD1C,0
35059,B0C8K58SBF,1
12690,B000BPBSU0,0
50352,B0CCV49SQ2,0
20933,B09MB4ZR6L,0
94520,B019BDKU24,1
20886,B0BYS9GYRK,0
61187,B0B2X2T2QY,0
65192,B0BX3XF81P,1
51544,B08SLWJ9W9,0
31553,B09P67NKBF,0
6378,B0BWJG85BT,0
78318,B01A6VU33G,0
37454,B07K4XLFQS,1
14090,B0797XS8B3,1
34665,B0B4WFV916,0
47965,B08CCJKPMM,0
74748,B09Z6JD6X9,1
72513,B07ZS2JGJ9,1
66094,B07WNS98Z9,0
36664,B0BPHPZMJD,0
15573,B0C5VVJV65,0
51630,B0C1GD17GD,0
44445,B0009JKGJ2,0
98955,B0BQNDKYHR,1
66732,B0C9TVY1T5,0
5939,B06XHDJZV3,1
43653,B00PCI71TS,0
19522,B01CFL19W4,0
18322,B09WK7LMY6,0
41751,B00Q6NI282,0
80806,B09VKW6HGV,0
66495,B071JMFSV9,0
92896,B09WRB56KT,0
2181,B0C36Y4BHN,1
14367,B08R9YKDYC,0
95070,B0811NJT48,1
62206,B0791B1JBJ,0
75822,B0CC5DVWVQ,1
6732,B0BMFDWQTP,0
68713,B09YTN5S1P,0
49833,B0B2VRFW8B,0
31746,B00T2OGHAM,0
91819,B0846PRNSC,0
57808,B0B6QCMGBQ,0
54128,B0BC1QW2MC,0
80148,B0BLWJ1R1M,0
96448,B0BCJR5LXY,0
67985,B08W7XB2C4,0
86800,B09KQVCC67,0
41125,B07HM4WP2G,0
69879,B0CF7TKP3R,0
88588,B07JL7Z2SK,0
34651,B0CCP1CM6P,0
32312,B0C9MZ84CF,0
29474,B0C2YXLF7L,0
92393,B0C58KQC7V,0
64095,B0B2ZWFN36,0
73465,B0B27X4H7N,1
75167,B07FFL8SBD,0
51713,B06XT8M4FJ,0
19199,B085G3GJPT,1
93604,B097FC99CJ,0
57984,B0C9MTXPLF,1
62794,B09MKTNQTD,0
70593,B088D72PB9,0
91249,B09BZJP8F7,1
80699,B0C261F26D,1
6654,B0CC4SDJR4,0
30519,B0C3J2FBPX,0
43293,B0C7ND87XD,1
18019,B09RQ6LWTM,0
20702,B0B93QHWN4,0
62351,B0CCNLSGX7,0
99079,B0B9HMX2CJ,0
84660,B0C1G5X41K,0
11726,B0C5MW65TK,1
70144,B0C889TZYJ,0
22947,B0027M4SFM,0
23041,B0C7GFYRRM,0
52035,B07QYQSG6J,0
98174,B0B538BGXK,0
1215,B0BLBX8BF8,0
14065,B0998KYKTR,0
84059,B0B2LKSYYQ,0
17590,B0C1MHTTXB,0
25273,B0BQC96BGP,0
95830,B01GKCUEPM,0
94189,B0C5SZDFWT,1
44186,B0B5YRW2HJ,0
99259,B0C3756KM9,0
83720,B0B2DCR7FQ,0
67539,B09KS2N8Q1,1
87721,B08T84JP16,1
18431,B09FD6KMQX,1
32513,B0BRH2MMDW,0
30871,B09T36KXRT,0
43205,B07BQGDGD2,0
75089,B09QH73NWF,0
47128,B0BB2CZLB8,1
15496,B08WLVVLXS,1
53139,B0BVZFK272,0
92217,B0BQQZL148,0
83718,B004I5J8TC,0
28948,B09TB3VP9C,0
62677,B000YMSPHY,0
79396,B099J4QQQ8,0
71990,B0C8M4MYSX,0
87045,B079HG2SQW,0
89174,B089ZQKXBF,0
10731,B09SWGX6Z3,0
92245,B08YJMTJGS,1
73947,B0BCTPFQP5,1
71782,B0C6YC2XZ7,1
70342,B000RFYZLI,1
68203,B0BZXPC8HZ,1
26923,B09LV31D77,0
66896,B07RFG34QG,0
59433,B0983LXZ5S,0
59874,B0BXYBQ2YN,1
60605,B09S6J3B1G,0
51898,B000W6JWZ6,0
97755,B086HF8T86,0
5937,B09DR8QBJ4,0
8358,B08R8347KT,0
9047,B07KPFX11D,1
53592,B0C6SLZ5DC,0
84086,B0C1VCPG2C,0
49082,B0BQ2WM2Q7,0
49480,B094W7RKPY,1
86743,B0816Q5D5Z,1
45583,B0C3JFHZX3,0
70420,B0BHZ66W8R,0
95402,B0B91ZCHWD,0
99114,B07RN7FZVY,0
60687,B01N3UWE3L,0
49713,B00DZNN3UI,1
45372,B096Q77G3Z,0
95031,B0B11MZS5X,0
86534,B003XAFKJK,0
2051,B0C7VT481F,0
13225,B09NS121YW,1
78353,B092VGNSNV,0
5799,B01AHGJ9K8,0
70748,B07SG3Y66Y,0
7399,B0BJVMGP23,0
37915,B09WR1TKJL,0
95882,B079GX212K,0
78371,B09W9KRYP5,0
18778,B096WHGCFG,0
54207,B01MS7XMY5,1
72971,B00B5HMW8K,0
22956,B06XWSRZXT,0
72857,B08L8G6GND,1
45144,B07M9GKN4K,0
68743,B07M5PH988,0
53512,B0C7FV9XQN,1
24102,B0937H54JP,0
29537,B0B1XB18NV,0
18921,B01M2VDZSY,0
73714,B0C8TQM9G6,0
73045,B01D8FLSV8,1
31832,B09F913JNV,1
84766,B014M1T7KG,0
48638,B0B94S1M1V,0
24967,B07NQJYZ1M,0
88300,B000RY8VPA,0
9540,B08P2BDKT4,0
77016,B0978YZ1NJ,0
27380,B0C9R18G5Q,0
2010,B0BMTQQM5C,0
97187,B0BR5HL7L3,0
98872,B00TEF4F80,0
91178,B00O6PUS9I,0
51988,B0BXQTFGGJ,0
37102,B0C9T9XKWK,0
85030,B0C76S7BR8,1
47140,B08DJ25B32,0
61081,B0CGJ7ZQJX,0
94689,B07CML3BFL,0
41974,B08T5W11XG,0
54255,B0797VS9SF,0
29003,B0C1YT68HV,0
72524,B088WN8CDM,0
54733,B09575TFQK,1
43237,B0CFLFXSL3,0
32209,B09R2B3B48,0
89765,B01N8TWAK4,0
64045,B09WTWW31W,0
60402,B0BC6LQ73T,0
46161,B08WR7H3L1,1
71637,B0B4KPDJ9D,1
71059,B07MGP4P8C,0
68675,B08XY8VRZ3,0
9743,B09GZN5XWY,0
54054,B0CGV76ZKX,0
30335,B07G4C7QMZ,0
1199,B001E77OCU,0
48917,B0BZCLCY1Z,0
87393,B09VYRVTG1,0
86414,B0149I1NRM,1
69759,B0BKWFJJ1Q,0
2193,B09D2VSYTP,0
70221,B07VQZFVZ2,1
91470,B0C3XM8V25,0
23497,B09QT51CXQ,0
68733,B0BHXYMVCX,1
81236,B0C1BDS6JK,0
46458,B08N38NPMG,0
10358,B082SJRV4C,0
60162,B001THQWD2,1
91389,B09CQ8BCM5,0
10567,B09DSRL29F,0
85183,B00D41GCVS,1
49711,B0C59KZM6M,0
7356,B0BW4WQBRR,1
22464,B0C19GP7G5,0
56874,B06XRJPFL6,0
74168,B0C2BZX1MN,0
5578,B096VL3XWD,1
90740,B09B4G9QJM,0
6103,B09TD97QP2,0
36750,B0082LSEM0,0
4313,B0798L21C7,0
41221,B08K2ZY5RR,0
76944,B07FYBF9KQ,0
93417,B09D43KPT9,0
39227,B002R5B1H2,0
74278,B00FFLCMG4,0
70853,B01N3NOLM8,0
96960,B01IBD58R2,0
90350,B07N47H5SC,0
45333,B0BL6LH1T7,0
30428,B0BJDMXWNC,0
80461,B007ZV6CIQ,0
42779,B0BZC9H74L,0
59055,B09J14W64S,1
72488,B0777V8T4X,0
89089,B09NML8855,0
11233,B0016LT7W4,0
32303,B0B2D8L9M3,1
20215,B081ZSDD7P,0
83087,B0C4CNSZVT,0
41508,B075CY8GG2,1
681,B0B2MT68K3,0
99792,B0CCW99294,0
11443,B0068F18L6,0
73006,B0B5P81PCJ,0
13539,B0BVB6697W,1
72643,B00FN98Z6Y,0
42524,B00P2IRO18,1
54239,B0749K9NDZ,0
